method,split,seed,mean_success,ci95_success,mean_invalid_plan,ci95_invalid_plan,mean_collision_trap,ci95_collision_trap,mean_support_failure,ci95_support_failure,mean_topology_f1,ci95_topology_f1,mean_detection_latency,ci95_detection_latency,mean_replan_cost,ci95_replan_cost,mean_total_cost,ci95_total_cost,groups
risk_aware_robust_replanner,perception_noise_shift,5,0.5575,0.0175,0.3082,0.0172,0.1619,0.0156,0.1126,0.0125,0.3810,0.0207,0.6009,0.0053,0.2382,0.0016,0.7965,0.0243,35
risk_aware_robust_replanner,perception_noise_shift,6,0.5395,0.0206,0.3075,0.0184,0.1728,0.0132,0.1014,0.0101,0.3878,0.0173,0.5976,0.0046,0.2367,0.0021,0.7945,0.0245,35
static_scene_graph_planner,combined_stress,0,0.3663,0.0173,0.5112,0.0174,0.3303,0.0196,0.2211,0.0167,0.2082,0.0140,0.9047,0.0059,0.1267,0.0019,1.1567,0.0320,35
static_scene_graph_planner,combined_stress,1,0.3449,0.0147,0.4898,0.0190,0.3228,0.0185,0.2231,0.0208,0.2092,0.0150,0.9005,0.0051,0.1272,0.0022,1.1329,0.0381,35
static_scene_graph_planner,combined_stress,2,0.3527,0.0175,0.5133,0.0193,0.3241,0.0185,0.2119,0.0177,0.2167,0.0145,0.9039,0.0058,0.1273,0.0017,1.1427,0.0352,35
static_scene_graph_planner,combined_stress,3,0.3551,0.0176,0.5153,0.0164,0.3293,0.0189,0.2136,0.0196,0.2150,0.0142,0.9057,0.0056,0.1257,0.0024,1.1502,0.0349,35
static_scene_graph_planner,combined_stress,4,0.3463,0.0172,0.4983,0.0179,0.3272,0.0150,0.2238,0.0184,0.2027,0.0129,0.9020,0.0056,0.1272,0.0020,1.1457,0.0292,35
static_scene_graph_planner,combined_stress,5,0.3548,0.0170,0.5126,0.0200,0.3221,0.0169,0.2224,0.0167,0.2173,0.0141,0.9022,0.0043,0.1273,0.0021,1.1508,0.0300,35
static_scene_graph_planner,combined_stress,6,0.3585,0.0185,0.5041,0.0184,0.3136,0.0178,0.2214,0.0182,0.2054,0.0148,0.9024,0.0059,0.1255,0.0020,1.1314,0.0319,35
static_scene_graph_planner,delayed_change_shift,0,0.4201,0.0239,0.4473,0.0185,0.2779,0.0162,0.1881,0.0164,0.2524,0.0182,0.9160,0.0046,0.1242,0.0021,1.0076,0.0289,35
static_scene_graph_planner,delayed_change_shift,1,0.4095,0.0192,0.4364,0.0197,0.2782,0.0187,0.1755,0.0160,0.2514,0.0147,0.9161,0.0056,0.1251,0.0016,0.9863,0.0270,35
static_scene_graph_planner,delayed_change_shift,2,0.4133,0.0239,0.4449,0.0193,0.2850,0.0143,0.1776,0.0129,0.2476,0.0148,0.9135,0.0055,0.1264,0.0022,1.0045,0.0210,35
static_scene_graph_planner,delayed_change_shift,3,0.4207,0.0225,0.4286,0.0172,0.2823,0.0154,0.1704,0.0140,0.2459,0.0159,0.9088,0.0046,0.1242,0.0019,0.9779,0.0250,35
static_scene_graph_planner,delayed_change_shift,4,0.4221,0.0160,0.4395,0.0204,0.2789,0.0135,0.1850,0.0159,0.2585,0.0166,0.9124,0.0053,0.1261,0.0021,1.0007,0.0310,35
static_scene_graph_planner,delayed_change_shift,5,0.4248,0.0172,0.4333,0.0166,0.2816,0.0189,0.1827,0.0177,0.2541,0.0112,0.9114,0.0057,0.1265,0.0020,0.9964,0.0305,35
static_scene_graph_planner,delayed_change_shift,6,0.4109,0.0192,0.4408,0.0201,0.2820,0.0173,0.1823,0.0137,0.2605,0.0193,0.9143,0.0057,0.1261,0.0018,1.0024,0.0287,35
static_scene_graph_planner,embodiment_reach_shift,0,0.4105,0.0185,0.4333,0.0168,0.2782,0.0143,0.1871,0.0149,0.2837,0.0171,0.7578,0.0043,0.1257,0.0015,0.9965,0.0307,35
static_scene_graph_planner,embodiment_reach_shift,1,0.4143,0.0210,0.4486,0.0181,0.2786,0.0187,0.1857,0.0164,0.3061,0.0182,0.7643,0.0053,0.1244,0.0016,1.0071,0.0318,35
static_scene_graph_planner,embodiment_reach_shift,2,0.4190,0.0181,0.4388,0.0189,0.2806,0.0163,0.1810,0.0180,0.2833,0.0155,0.7594,0.0048,0.1249,0.0018,0.9966,0.0377,35
static_scene_graph_planner,embodiment_reach_shift,3,0.4054,0.0175,0.4384,0.0209,0.2847,0.0148,0.1803,0.0194,0.2847,0.0226,0.7625,0.0051,0.1250,0.0019,1.0001,0.0362,35
static_scene_graph_planner,embodiment_reach_shift,4,0.4027,0.0203,0.4320,0.0186,0.2748,0.0165,0.1806,0.0140,0.2905,0.0190,0.7630,0.0050,0.1260,0.0017,0.9851,0.0336,35
static_scene_graph_planner,embodiment_reach_shift,5,0.4027,0.0175,0.4347,0.0164,0.2660,0.0179,0.1813,0.0136,0.2881,0.0190,0.7597,0.0065,0.1253,0.0017,0.9778,0.0313,35
static_scene_graph_planner,embodiment_reach_shift,6,0.4034,0.0154,0.4156,0.0189,0.2755,0.0168,0.1670,0.0146,0.2956,0.0138,0.7596,0.0047,0.1258,0.0020,0.9575,0.0247,35
static_scene_graph_planner,nominal,0,0.5099,0.0207,0.3122,0.0171,0.2190,0.0140,0.1320,0.0112,0.3092,0.0138,0.6986,0.0054,0.1231,0.0025,0.7680,0.0211,35
static_scene_graph_planner,nominal,1,0.4935,0.0174,0.3293,0.0217,0.2156,0.0127,0.1180,0.0141,0.3139,0.0193,0.6939,0.0055,0.1245,0.0021,0.7655,0.0288,35
static_scene_graph_planner,nominal,2,0.4942,0.0202,0.3306,0.0190,0.2214,0.0108,0.1272,0.0136,0.3099,0.0162,0.6924,0.0051,0.1230,0.0021,0.7811,0.0205,35
static_scene_graph_planner,nominal,3,0.5082,0.0147,0.3133,0.0168,0.2031,0.0159,0.1150,0.0098,0.3228,0.0151,0.6907,0.0059,0.1218,0.0018,0.7321,0.0257,35
static_scene_graph_planner,nominal,4,0.5112,0.0226,0.3211,0.0176,0.2197,0.0147,0.1224,0.0124,0.3238,0.0127,0.6912,0.0051,0.1227,0.0019,0.7659,0.0294,35
static_scene_graph_planner,nominal,5,0.4976,0.0208,0.3221,0.0188,0.2330,0.0142,0.1347,0.0134,0.3167,0.0175,0.6926,0.0056,0.1243,0.0022,0.7958,0.0241,35
static_scene_graph_planner,nominal,6,0.5218,0.0166,0.3201,0.0153,0.2231,0.0156,0.1252,0.0095,0.3146,0.0173,0.6963,0.0056,0.1222,0.0019,0.7711,0.0263,35
static_scene_graph_planner,perception_noise_shift,0,0.4429,0.0196,0.3745,0.0163,0.2592,0.0168,0.1680,0.0169,0.2398,0.0182,0.7441,0.0061,0.1266,0.0023,0.9065,0.0334,35
static_scene_graph_planner,perception_noise_shift,1,0.4476,0.0137,0.4000,0.0172,0.2605,0.0164,0.1663,0.0173,0.2442,0.0206,0.7401,0.0052,0.1268,0.0022,0.9281,0.0308,35
static_scene_graph_planner,perception_noise_shift,2,0.4350,0.0163,0.3891,0.0175,0.2629,0.0164,0.1871,0.0179,0.2497,0.0149,0.7365,0.0057,0.1241,0.0020,0.9405,0.0314,35
static_scene_graph_planner,perception_noise_shift,3,0.4320,0.0155,0.3912,0.0160,0.2480,0.0181,0.1660,0.0141,0.2537,0.0141,0.7371,0.0056,0.1263,0.0019,0.9058,0.0288,35
static_scene_graph_planner,perception_noise_shift,4,0.4276,0.0185,0.3932,0.0191,0.2565,0.0146,0.1643,0.0145,0.2486,0.0187,0.7407,0.0051,0.1258,0.0023,0.9146,0.0307,35
static_scene_graph_planner,perception_noise_shift,5,0.4435,0.0189,0.3912,0.0159,0.2711,0.0165,0.1653,0.0168,0.2429,0.0149,0.7393,0.0050,0.1236,0.0022,0.9278,0.0316,35
static_scene_graph_planner,perception_noise_shift,6,0.4592,0.0204,0.3942,0.0171,0.2622,0.0158,0.1639,0.0163,0.2544,0.0162,0.7403,0.0048,0.1247,0.0018,0.9204,0.0319,35
topological_slam_tamp,combined_stress,0,0.5728,0.0225,0.3687,0.0151,0.2425,0.0151,0.1241,0.0146,0.4793,0.0167,0.6856,0.0061,0.2067,0.0022,0.9173,0.0275,35
topological_slam_tamp,combined_stress,1,0.5663,0.0168,0.3837,0.0186,0.2241,0.0157,0.1265,0.0152,0.5146,0.0200,0.6839,0.0060,0.2073,0.0022,0.9129,0.0309,35
topological_slam_tamp,combined_stress,2,0.5653,0.0148,0.3765,0.0195,0.2357,0.0156,0.1384,0.0152,0.4854,0.0181,0.6854,0.0043,0.2070,0.0020,0.9317,0.0319,35
topological_slam_tamp,combined_stress,3,0.5558,0.0181,0.3697,0.0213,0.2306,0.0173,0.1238,0.0142,0.4949,0.0156,0.6843,0.0052,0.2079,0.0018,0.9059,0.0330,35
topological_slam_tamp,combined_stress,4,0.5684,0.0202,0.3874,0.0182,0.2350,0.0180,0.1320,0.0139,0.4986,0.0186,0.6900,0.0052,0.2083,0.0020,0.9347,0.0318,35
topological_slam_tamp,combined_stress,5,0.5582,0.0145,0.3949,0.0185,0.2327,0.0143,0.1391,0.0184,0.4782,0.0165,0.6834,0.0047,0.2086,0.0020,0.9463,0.0318,35
topological_slam_tamp,combined_stress,6,0.5578,0.0227,0.3929,0.0171,0.2354,0.0146,0.1252,0.0128,0.5003,0.0165,0.6833,0.0055,0.2069,0.0020,0.9312,0.0260,35
topological_slam_tamp,delayed_change_shift,0,0.5881,0.0164,0.3259,0.0170,0.2024,0.0162,0.1102,0.0116,0.5575,0.0161,0.6897,0.0041,0.1946,0.0013,0.8099,0.0256,35
topological_slam_tamp,delayed_change_shift,1,0.5956,0.0188,0.3286,0.0141,0.1956,0.0155,0.1048,0.0113,0.5378,0.0191,0.6905,0.0047,0.1928,0.0020,0.7973,0.0263,35
topological_slam_tamp,delayed_change_shift,2,0.5952,0.0145,0.3218,0.0168,0.2024,0.0124,0.0990,0.0142,0.5296,0.0181,0.6889,0.0053,0.1939,0.0018,0.7939,0.0221,35
topological_slam_tamp,delayed_change_shift,3,0.6099,0.0148,0.3224,0.0144,0.1949,0.0128,0.1031,0.0141,0.5299,0.0185,0.6907,0.0047,0.1942,0.0016,0.7909,0.0240,35
topological_slam_tamp,delayed_change_shift,4,0.6010,0.0200,0.3041,0.0138,0.2007,0.0149,0.0986,0.0123,0.5255,0.0189,0.6869,0.0053,0.1943,0.0019,0.7771,0.0303,35
topological_slam_tamp,delayed_change_shift,5,0.5861,0.0174,0.3265,0.0199,0.1997,0.0166,0.1058,0.0141,0.5245,0.0163,0.6925,0.0053,0.1939,0.0022,0.8021,0.0286,35
topological_slam_tamp,delayed_change_shift,6,0.6099,0.0178,0.3235,0.0208,0.1922,0.0154,0.1058,0.0146,0.5296,0.0178,0.6908,0.0065,0.1941,0.0019,0.7915,0.0275,35
topological_slam_tamp,embodiment_reach_shift,0,0.6000,0.0205,0.3139,0.0171,0.1861,0.0143,0.0990,0.0110,0.5769,0.0177,0.5391,0.0050,0.1913,0.0018,0.7667,0.0283,35
topological_slam_tamp,embodiment_reach_shift,1,0.6051,0.0190,0.3139,0.0167,0.1762,0.0170,0.0952,0.0109,0.5697,0.0204,0.5417,0.0051,0.1907,0.0019,0.7513,0.0270,35
topological_slam_tamp,embodiment_reach_shift,2,0.6037,0.0208,0.3333,0.0137,0.1932,0.0138,0.0986,0.0154,0.5537,0.0192,0.5381,0.0065,0.1891,0.0018,0.7885,0.0279,35
topological_slam_tamp,embodiment_reach_shift,3,0.6095,0.0172,0.2929,0.0152,0.1925,0.0161,0.0929,0.0108,0.5646,0.0157,0.5369,0.0044,0.1902,0.0020,0.7484,0.0249,35
topological_slam_tamp,embodiment_reach_shift,4,0.6180,0.0175,0.3146,0.0136,0.1786,0.0149,0.1054,0.0108,0.5701,0.0167,0.5403,0.0056,0.1904,0.0024,0.7650,0.0237,35
topological_slam_tamp,embodiment_reach_shift,5,0.6119,0.0191,0.3099,0.0185,0.1939,0.0124,0.0895,0.0102,0.5701,0.0150,0.5395,0.0056,0.1888,0.0024,0.7594,0.0241,35
topological_slam_tamp,embodiment_reach_shift,6,0.6150,0.0177,0.3017,0.0183,0.1976,0.0155,0.0963,0.0133,0.5568,0.0149,0.5423,0.0061,0.1899,0.0018,0.7648,0.0335,35
topological_slam_tamp,nominal,0,0.6520,0.0144,0.2136,0.0143,0.1310,0.0126,0.0432,0.0078,0.5973,0.0177,0.4766,0.0059,0.1693,0.0017,0.5403,0.0224,35
topological_slam_tamp,nominal,1,0.6786,0.0208,0.1986,0.0151,0.1371,0.0131,0.0313,0.0067,0.5993,0.0156,0.4734,0.0055,0.1687,0.0022,0.5212,0.0203,35
topological_slam_tamp,nominal,2,0.6833,0.0167,0.2051,0.0167,0.1272,0.0122,0.0439,0.0068,0.5983,0.0200,0.4661,0.0054,0.1698,0.0020,0.5302,0.0195,35
topological_slam_tamp,nominal,3,0.6670,0.0187,0.2170,0.0156,0.1279,0.0100,0.0381,0.0097,0.5874,0.0175,0.4709,0.0050,0.1679,0.0020,0.5330,0.0226,35
topological_slam_tamp,nominal,4,0.6748,0.0122,0.2085,0.0140,0.1313,0.0120,0.0405,0.0076,0.6027,0.0193,0.4712,0.0052,0.1691,0.0018,0.5332,0.0169,35
topological_slam_tamp,nominal,5,0.6653,0.0167,0.2065,0.0171,0.1286,0.0123,0.0367,0.0058,0.5986,0.0179,0.4747,0.0049,0.1684,0.0018,0.5239,0.0226,35
topological_slam_tamp,nominal,6,0.6626,0.0191,0.2099,0.0145,0.1228,0.0122,0.0367,0.0065,0.5976,0.0199,0.4762,0.0053,0.1701,0.0023,0.5222,0.0173,35
topological_slam_tamp,perception_noise_shift,0,0.6221,0.0155,0.2633,0.0137,0.1731,0.0144,0.0932,0.0132,0.5248,0.0185,0.5172,0.0067,0.1903,0.0018,0.7024,0.0267,35
topological_slam_tamp,perception_noise_shift,1,0.6027,0.0186,0.2684,0.0187,0.1833,0.0153,0.0956,0.0132,0.5088,0.0234,0.5153,0.0064,0.1905,0.0017,0.7206,0.0293,35
topological_slam_tamp,perception_noise_shift,2,0.6031,0.0204,0.2714,0.0157,0.1636,0.0156,0.0939,0.0124,0.5167,0.0215,0.5159,0.0059,0.1907,0.0023,0.6999,0.0290,35
topological_slam_tamp,perception_noise_shift,3,0.6031,0.0195,0.2680,0.0179,0.1728,0.0164,0.0827,0.0121,0.5088,0.0162,0.5199,0.0058,0.1909,0.0019,0.6956,0.0309,35
topological_slam_tamp,perception_noise_shift,4,0.6167,0.0154,0.2769,0.0150,0.1663,0.0141,0.0769,0.0110,0.5248,0.0183,0.5175,0.0053,0.1920,0.0024,0.6910,0.0203,35
topological_slam_tamp,perception_noise_shift,5,0.6272,0.0148,0.2548,0.0134,0.1718,0.0127,0.0816,0.0140,0.5245,0.0194,0.5173,0.0045,0.1918,0.0023,0.6831,0.0245,35
topological_slam_tamp,perception_noise_shift,6,0.6289,0.0164,0.2745,0.0184,0.1741,0.0137,0.0830,0.0092,0.5235,0.0175,0.5155,0.0067,0.1902,0.0019,0.7022,0.0280,35
uncertainty_triggered_replanner,combined_stress,0,0.4248,0.0170,0.4381,0.0154,0.2592,0.0170,0.1735,0.0174,0.2966,0.0147,0.8173,0.0050,0.2376,0.0021,1.0772,0.0344,35
uncertainty_triggered_replanner,combined_stress,1,0.4381,0.0185,0.4418,0.0179,0.2449,0.0133,0.1793,0.0188,0.3003,0.0169,0.8147,0.0047,0.2371,0.0024,1.0703,0.0313,35
uncertainty_triggered_replanner,combined_stress,2,0.4340,0.0149,0.4422,0.0186,0.2544,0.0173,0.1799,0.0185,0.2993,0.0168,0.8127,0.0048,0.2370,0.0025,1.0816,0.0340,35
uncertainty_triggered_replanner,combined_stress,3,0.4520,0.0185,0.4320,0.0184,0.2585,0.0161,0.1765,0.0185,0.2908,0.0163,0.8125,0.0053,0.2374,0.0021,1.0743,0.0340,35
uncertainty_triggered_replanner,combined_stress,4,0.4340,0.0145,0.4476,0.0200,0.2388,0.0158,0.1687,0.0185,0.3078,0.0140,0.8164,0.0053,0.2381,0.0021,1.0583,0.0359,35
uncertainty_triggered_replanner,combined_stress,5,0.4238,0.0229,0.4605,0.0196,0.2636,0.0152,0.1793,0.0152,0.2881,0.0155,0.8111,0.0052,0.2364,0.0019,1.1060,0.0277,35
uncertainty_triggered_replanner,combined_stress,6,0.4204,0.0217,0.4510,0.0165,0.2449,0.0150,0.1912,0.0172,0.2956,0.0153,0.8103,0.0041,0.2372,0.0020,1.0906,0.0266,35
uncertainty_triggered_replanner,delayed_change_shift,0,0.4861,0.0177,0.3759,0.0175,0.2156,0.0143,0.1418,0.0159,0.3214,0.0184,0.8124,0.0053,0.2202,0.0021,0.9259,0.0285,35
uncertainty_triggered_replanner,delayed_change_shift,1,0.4963,0.0230,0.3857,0.0159,0.2207,0.0134,0.1480,0.0153,0.3425,0.0175,0.8159,0.0055,0.2205,0.0018,0.9466,0.0293,35
uncertainty_triggered_replanner,delayed_change_shift,2,0.4653,0.0190,0.3793,0.0156,0.2126,0.0158,0.1415,0.0169,0.3245,0.0207,0.8211,0.0050,0.2195,0.0018,0.9243,0.0327,35
uncertainty_triggered_replanner,delayed_change_shift,3,0.4850,0.0203,0.3864,0.0192,0.2068,0.0149,0.1446,0.0140,0.3129,0.0128,0.8205,0.0047,0.2217,0.0023,0.9295,0.0281,35
uncertainty_triggered_replanner,delayed_change_shift,4,0.4816,0.0201,0.3748,0.0209,0.2211,0.0152,0.1412,0.0142,0.3289,0.0220,0.8165,0.0049,0.2226,0.0017,0.9326,0.0335,35
uncertainty_triggered_replanner,delayed_change_shift,5,0.4986,0.0195,0.3871,0.0175,0.2197,0.0158,0.1486,0.0156,0.3218,0.0179,0.8182,0.0048,0.2218,0.0018,0.9486,0.0280,35
uncertainty_triggered_replanner,delayed_change_shift,6,0.4697,0.0207,0.3956,0.0217,0.2190,0.0151,0.1432,0.0118,0.3340,0.0157,0.8191,0.0047,0.2216,0.0020,0.9492,0.0244,35
uncertainty_triggered_replanner,embodiment_reach_shift,0,0.5027,0.0190,0.3772,0.0185,0.2190,0.0175,0.1412,0.0121,0.3673,0.0150,0.6681,0.0052,0.2168,0.0018,0.9265,0.0278,35
uncertainty_triggered_replanner,embodiment_reach_shift,1,0.5010,0.0170,0.3840,0.0193,0.2218,0.0113,0.1493,0.0131,0.3520,0.0156,0.6670,0.0056,0.2156,0.0021,0.9427,0.0316,35
uncertainty_triggered_replanner,embodiment_reach_shift,2,0.4901,0.0199,0.3952,0.0187,0.2286,0.0140,0.1371,0.0141,0.3680,0.0189,0.6659,0.0055,0.2149,0.0019,0.9462,0.0331,35
uncertainty_triggered_replanner,embodiment_reach_shift,3,0.5085,0.0182,0.3803,0.0195,0.2160,0.0144,0.1381,0.0146,0.3656,0.0206,0.6648,0.0050,0.2160,0.0012,0.9218,0.0286,35
uncertainty_triggered_replanner,embodiment_reach_shift,4,0.4959,0.0179,0.4014,0.0165,0.2180,0.0156,0.1425,0.0131,0.3636,0.0161,0.6655,0.0055,0.2159,0.0019,0.9465,0.0265,35
uncertainty_triggered_replanner,embodiment_reach_shift,5,0.4874,0.0166,0.3799,0.0166,0.2194,0.0146,0.1333,0.0143,0.3701,0.0194,0.6650,0.0039,0.2152,0.0020,0.9194,0.0309,35
uncertainty_triggered_replanner,embodiment_reach_shift,6,0.4949,0.0179,0.3728,0.0174,0.2034,0.0161,0.1439,0.0160,0.3534,0.0160,0.6619,0.0064,0.2156,0.0025,0.9073,0.0329,35
uncertainty_triggered_replanner,nominal,0,0.5667,0.0171,0.2748,0.0194,0.1486,0.0133,0.0895,0.0104,0.3857,0.0206,0.6004,0.0042,0.1891,0.0014,0.6802,0.0265,35
uncertainty_triggered_replanner,nominal,1,0.5857,0.0165,0.2687,0.0140,0.1456,0.0142,0.0935,0.0103,0.4044,0.0180,0.6045,0.0056,0.1895,0.0021,0.6763,0.0212,35
uncertainty_triggered_replanner,nominal,2,0.5762,0.0225,0.2660,0.0122,0.1599,0.0128,0.0810,0.0079,0.3840,0.0198,0.6019,0.0052,0.1930,0.0019,0.6800,0.0203,35
uncertainty_triggered_replanner,nominal,3,0.5633,0.0185,0.2776,0.0172,0.1544,0.0117,0.0884,0.0092,0.4007,0.0178,0.6013,0.0052,0.1916,0.0019,0.6902,0.0248,35
uncertainty_triggered_replanner,nominal,4,0.5752,0.0187,0.2697,0.0164,0.1527,0.0143,0.0871,0.0100,0.4044,0.0145,0.5983,0.0046,0.1916,0.0022,0.6803,0.0251,35
uncertainty_triggered_replanner,nominal,5,0.5752,0.0196,0.2694,0.0141,0.1459,0.0126,0.0898,0.0103,0.3711,0.0193,0.6009,0.0056,0.1904,0.0019,0.6742,0.0234,35
uncertainty_triggered_replanner,nominal,6,0.5905,0.0207,0.2728,0.0140,0.1541,0.0134,0.0912,0.0129,0.4153,0.0173,0.5998,0.0043,0.1911,0.0016,0.6882,0.0226,35
uncertainty_triggered_replanner,perception_noise_shift,0,0.5054,0.0178,0.3544,0.0156,0.1969,0.0151,0.1180,0.0109,0.3160,0.0175,0.6437,0.0054,0.2157,0.0017,0.8575,0.0295,35
uncertainty_triggered_replanner,perception_noise_shift,1,0.5065,0.0221,0.3384,0.0195,0.2054,0.0154,0.1330,0.0145,0.3272,0.0158,0.6446,0.0074,0.2176,0.0020,0.8709,0.0310,35
uncertainty_triggered_replanner,perception_noise_shift,2,0.4993,0.0228,0.3374,0.0202,0.1966,0.0166,0.1221,0.0119,0.3218,0.0181,0.6442,0.0058,0.2167,0.0018,0.8480,0.0292,35
uncertainty_triggered_replanner,perception_noise_shift,3,0.5211,0.0153,0.3354,0.0169,0.1922,0.0159,0.1337,0.0150,0.3398,0.0163,0.6461,0.0068,0.2176,0.0017,0.8544,0.0339,35
uncertainty_triggered_replanner,perception_noise_shift,4,0.5054,0.0209,0.3357,0.0172,0.1844,0.0130,0.1412,0.0139,0.3228,0.0184,0.6508,0.0044,0.2146,0.0019,0.8510,0.0291,35
uncertainty_triggered_replanner,perception_noise_shift,5,0.5088,0.0150,0.3371,0.0143,0.2003,0.0173,0.1296,0.0153,0.3095,0.0158,0.6448,0.0058,0.2180,0.0019,0.8610,0.0242,35
uncertainty_triggered_replanner,perception_noise_shift,6,0.5071,0.0200,0.3276,0.0171,0.1878,0.0151,0.1279,0.0120,0.3391,0.0143,0.6474,0.0055,0.2164,0.0020,0.8356,0.0267,35
